wgd_status,clock_rank,chr,density,row_median,p_value,p_adj,signif
HM,3+,chr8,0,0,NA,NA,
HM,3+,chr9,0,0,NA,NA,
WGD,1,chr1,0.08434547892259815,0.17242639266704804,1,1,
WGD,1,chr10,0.17294369749857785,0.17242639266704804,1,1,
WGD,1,chr11,0.1969891544240089,0.17242639266704804,1,1,
WGD,1,chr12,0.4090394002800099,0.17242639266704804,1,1,
WGD,1,chr13,0.05742041830962582,0.17242639266704804,1,1,
WGD,1,chr14,0.17631066301195672,0.17242639266704804,1,1,
WGD,1,chr15,0.017318408896941258,0.17242639266704804,1,1,
WGD,1,chr16,0.18944139947062724,0.17242639266704804,1,1,
WGD,1,chr17,0.37075023619883846,0.17242639266704804,1,1,
WGD,1,chr18,0.29220600310385647,0.17242639266704804,1,1,
WGD,1,chr19,0.1838199889215074,0.17242639266704804,1,1,
WGD,1,chr2,0.15348041918794633,0.17242639266704804,1,1,
WGD,1,chr20,0.11646992474522337,0.17242639266704804,1,1,
WGD,1,chr21,0.11014839856066293,0.17242639266704804,1,1,
WGD,1,chr22,0.17190908783551823,0.17242639266704804,1,1,
WGD,1,chr3,0.06641072283723472,0.17242639266704804,1,1,
WGD,1,chr4,0.19209316637445836,0.17242639266704804,1,1,
WGD,1,chr5,0.19768849160177454,0.17242639266704804,1,1,
WGD,1,chr6,0.09391319033959093,0.17242639266704804,1,1,
WGD,1,chr7,0.10480095677853686,0.17242639266704804,1,1,
WGD,1,chr8,0.027935636688483065,0.17242639266704804,1,1,
WGD,1,chr9,0.27759324515972256,0.17242639266704804,1,1,
WGD,2,chr1,0.14310741677149122,0,1,1,
WGD,2,chr10,0,0,NA,NA,
WGD,2,chr11,0,0,NA,NA,
WGD,2,chr12,0,0,NA,NA,
WGD,2,chr13,0,0,NA,NA,
WGD,2,chr14,0,0,NA,NA,
WGD,2,chr15,0,0,NA,NA,
WGD,2,chr16,0.09703574476043335,0,1,1,
WGD,2,chr17,0,0,NA,NA,
WGD,2,chr18,0,0,NA,NA,
WGD,2,chr19,0,0,NA,NA,
WGD,2,chr2,0.04039609407216687,0,1,1,
WGD,2,chr20,0,0,NA,NA,
WGD,2,chr21,0.09692454138950439,0,1,1,
WGD,2,chr22,0,0,NA,NA,
WGD,2,chr3,0.06200716757187556,0,1,1,
WGD,2,chr4,0,0,NA,NA,
WGD,2,chr5,0,0,NA,NA,
WGD,2,chr6,0,0,NA,NA,
WGD,2,chr7,0,0,NA,NA,
WGD,2,chr8,0,0,NA,NA,
WGD,2,chr9,0.17542793255975767,0,1,1,
WGD,3+,chr1,0.14336816637259253,0,1,1,
WGD,3+,chr10,0,0,NA,NA,
WGD,3+,chr11,0.17131920506710951,0,1,1,
WGD,3+,chr12,0.041182465141789734,0,1,1,
WGD,3+,chr13,0,0,NA,NA,
WGD,3+,chr14,0,0,NA,NA,
WGD,3+,chr15,0,0,NA,NA,
WGD,3+,chr16,0.019068808698973476,0,1,1,
WGD,3+,chr17,0,0,NA,NA,
WGD,3+,chr18,0,0,NA,NA,
WGD,3+,chr19,0,0,NA,NA,
WGD,3+,chr2,0.10525396790393862,0,1,1,
WGD,3+,chr20,0,0,NA,NA,
WGD,3+,chr21,0,0,NA,NA,
WGD,3+,chr22,0,0,NA,NA,
WGD,3+,chr3,0.05061812442156174,0,1,1,
WGD,3+,chr4,0,0,NA,NA,
WGD,3+,chr5,0,0,NA,NA,
WGD,3+,chr6,0.22967178863331775,0,1,1,
WGD,3+,chr7,0,0,NA,NA,
WGD,3+,chr8,0,0,NA,NA,
WGD,3+,chr9,0,0,NA,NA,
