wgd_status,clock_rank,chr,density,row_median,p_value,p_adj,signif
Classic,3+,chr1,0.059509832532315794,0.039001799261794125,1,1,
Classic,3+,chr10,0,0.039001799261794125,1,1,
Classic,3+,chr11,0.050811987686367875,0.039001799261794125,1,1,
Classic,3+,chr12,0.0758723363610205,0.039001799261794125,1,1,
Classic,3+,chr13,0.072346205960952,0.039001799261794125,1,1,
Classic,3+,chr14,0.2384462755965233,0.039001799261794125,1,1,
Classic,3+,chr15,0,0.039001799261794125,1,1,
Classic,3+,chr16,0,0.039001799261794125,1,1,
Classic,3+,chr17,0.09067012345045618,0.039001799261794125,1,1,
Classic,3+,chr18,0.027191610837220378,0.039001799261794125,1,1,
Classic,3+,chr19,0.00993564719835811,0.039001799261794125,1,1,
Classic,3+,chr2,0.08173543041400615,0.039001799261794125,1,1,
Classic,3+,chr20,0.19009627709990676,0.039001799261794125,1,1,
Classic,3+,chr21,0,0.039001799261794125,1,1,
Classic,3+,chr22,0,0.039001799261794125,1,1,
Classic,3+,chr3,0.07871624369594321,0.039001799261794125,1,1,
Classic,3+,chr4,0,0.039001799261794125,1,1,
Classic,3+,chr5,0,0.039001799261794125,1,1,
Classic,3+,chr6,0,0.039001799261794125,1,1,
Classic,3+,chr7,0.152824315771173,0.039001799261794125,1,1,
Classic,3+,chr8,0.010552589410063004,0.039001799261794125,1,1,
Classic,3+,chr9,0.06814270986123731,0.039001799261794125,1,1,
HM,1,chr1,0.15101264281303436,0.03923288729400672,1,1,
HM,1,chr10,0.18874817761677007,0.03923288729400672,1,1,
HM,1,chr11,0,0.03923288729400672,1,1,
HM,1,chr12,0,0.03923288729400672,1,1,
HM,1,chr13,0,0.03923288729400672,1,1,
HM,1,chr14,0,0.03923288729400672,1,1,
HM,1,chr15,0.04066966875861785,0.03923288729400672,1,1,
HM,1,chr16,0,0.03923288729400672,1,1,
HM,1,chr17,0.0377961058293956,0.03923288729400672,1,1,
HM,1,chr18,0,0.03923288729400672,1,1,
HM,1,chr19,0,0.03923288729400672,1,1,
HM,1,chr2,0.1438464944150987,0.03923288729400672,1,1,
HM,1,chr20,0.18268699330049162,0.03923288729400672,1,1,
HM,1,chr21,0,0.03923288729400672,1,1,
HM,1,chr22,0,0.03923288729400672,1,1,
HM,1,chr3,0.10860142964612644,0.03923288729400672,1,1,
HM,1,chr4,0.058993868648797576,0.03923288729400672,1,1,
HM,1,chr5,0,0.03923288729400672,1,1,
HM,1,chr6,0.17953208059697046,0.03923288729400672,1,1,
HM,1,chr7,0.07133676088506537,0.03923288729400672,1,1,
HM,1,chr8,0.06749207636559755,0.03923288729400672,1,1,
HM,1,chr9,0.04867871243777088,0.03923288729400672,1,1,
HM,2,chr1,0.046409531312662206,0.03404520908136209,1,1,
HM,2,chr10,0,0.03404520908136209,1,1,
HM,2,chr11,0.03657337731758073,0.03404520908136209,1,1,
HM,2,chr12,0,0.03404520908136209,1,1,
HM,2,chr13,0.4911793516009456,0.03404520908136209,1,1,
HM,2,chr14,0.04570077803780063,0.03404520908136209,1,1,
HM,2,chr15,0.024992443289953578,0.03404520908136209,1,1,
HM,2,chr16,0.04394606114412155,0.03404520908136209,1,1,
HM,2,chr17,0.03151704084514345,0.03404520908136209,1,1,
HM,2,chr18,0,0.03404520908136209,1,1,
HM,2,chr19,0,0.03404520908136209,1,1,
HM,2,chr2,0,0.03404520908136209,1,1,
HM,2,chr20,0.05994863271259007,0.03404520908136209,1,1,
HM,2,chr21,0,0.03404520908136209,1,1,
HM,2,chr22,0,0.03404520908136209,1,1,
HM,2,chr3,0.07949019714584858,0.03404520908136209,1,1,
HM,2,chr4,0.008330803701194735,0.03404520908136209,1,1,
HM,2,chr5,0.10122296206522326,0.03404520908136209,1,1,
HM,2,chr6,0.04414558070447414,0.03404520908136209,1,1,
HM,2,chr7,0.0920470187687828,0.03404520908136209,1,1,
HM,2,chr8,0,0.03404520908136209,1,1,
HM,2,chr9,0.038784191498045253,0.03404520908136209,1,1,
HM,3+,chr1,0,0,NA,NA,
HM,3+,chr10,0,0,NA,NA,
HM,3+,chr11,0,0,NA,NA,
HM,3+,chr12,0,0,NA,NA,
HM,3+,chr13,0,0,NA,NA,
HM,3+,chr14,0,0,NA,NA,
HM,3+,chr15,0,0,NA,NA,
HM,3+,chr16,0,0,NA,NA,
HM,3+,chr17,0,0,NA,NA,
HM,3+,chr18,0,0,NA,NA,
HM,3+,chr19,0,0,NA,NA,
HM,3+,chr2,0,0,NA,NA,
HM,3+,chr20,0,0,NA,NA,
HM,3+,chr21,0,0,NA,NA,
HM,3+,chr22,0,0,NA,NA,
HM,3+,chr3,0,0,NA,NA,
HM,3+,chr4,0,0,NA,NA,
HM,3+,chr5,0,0,NA,NA,
HM,3+,chr6,0,0,NA,NA,
HM,3+,chr7,0,0,NA,NA,
HM,3+,chr8,0,0,NA,NA,
HM,3+,chr9,0,0,NA,NA,
WGD,1,chr1,0.44984186642063706,0.47898351040879605,1,1,
WGD,1,chr10,0.5846534045725452,0.47898351040879605,1,1,
WGD,1,chr11,0.5777634331791383,0.47898351040879605,1,1,
WGD,1,chr12,0.4881603764903204,0.47898351040879605,1,1,
WGD,1,chr13,0.39985738309605084,0.47898351040879605,1,1,
WGD,1,chr14,0.4895951343353951,0.47898351040879605,1,1,
WGD,1,chr15,0.4073176929350296,0.47898351040879605,1,1,
WGD,1,chr16,0.548326658271409,0.47898351040879605,1,1,
WGD,1,chr17,0.5232946603975425,0.47898351040879605,1,1,
WGD,1,chr18,0.3135757855019246,0.47898351040879605,1,1,
WGD,1,chr19,0.4698066443272717,0.47898351040879605,1,1,
WGD,1,chr2,0.4953822042601588,0.47898351040879605,1,1,
WGD,1,chr20,0.42244775019026315,0.47898351040879605,1,1,
WGD,1,chr21,0.3032566308320432,0.47898351040879605,1,1,
WGD,1,chr22,0.29036230726798967,0.47898351040879605,1,1,
WGD,1,chr3,0.4948176439983521,0.47898351040879605,1,1,
WGD,1,chr4,0.4555333393192236,0.47898351040879605,1,1,
WGD,1,chr5,0.516388997810356,0.47898351040879605,1,1,
WGD,1,chr6,0.45262182786043015,0.47898351040879605,1,1,
WGD,1,chr7,0.5618363350565179,0.47898351040879605,1,1,
WGD,1,chr8,0.4369516846545408,0.47898351040879605,1,1,
WGD,1,chr9,0.5344731727394965,0.47898351040879605,1,1,
WGD,2,chr1,0.22310225887633223,0.24268589775246294,1,1,
WGD,2,chr10,0.13757512834908464,0.24268589775246294,1,1,
WGD,2,chr11,0.2679635313729175,0.24268589775246294,1,1,
WGD,2,chr12,0.23900522556772802,0.24268589775246294,1,1,
WGD,2,chr13,0.29290541453159186,0.24268589775246294,1,1,
WGD,2,chr14,0.2097307396805932,0.24268589775246294,1,1,
WGD,2,chr15,0.23209603245915442,0.24268589775246294,1,1,
WGD,2,chr16,0.3330210950354132,0.24268589775246294,1,1,
WGD,2,chr17,0.283644018444649,0.24268589775246294,1,1,
WGD,2,chr18,0.22825110148788622,0.24268589775246294,1,1,
WGD,2,chr19,0.24607869061921314,0.24268589775246294,1,1,
WGD,2,chr2,0.23929310488571273,0.24268589775246294,1,1,
WGD,2,chr20,0.28709100921114405,0.24268589775246294,1,1,
WGD,2,chr21,0.055252107715114344,0.24268589775246294,1,1,
WGD,2,chr22,0.09617480384550123,0.24268589775246294,1,1,
WGD,2,chr3,0.263321358884157,0.24268589775246294,1,1,
WGD,2,chr4,0.43319978735022235,0.24268589775246294,1,1,
WGD,2,chr5,0.2737108731773886,0.24268589775246294,1,1,
WGD,2,chr6,0.26347512694484115,0.24268589775246294,1,1,
WGD,2,chr7,0.20154202115996342,0.24268589775246294,1,1,
WGD,2,chr8,0.35630101872205416,0.24268589775246294,1,1,
WGD,2,chr9,0.18933043274049474,0.24268589775246294,1,1,
WGD,3+,chr1,0,0,NA,NA,
WGD,3+,chr10,0,0,NA,NA,
WGD,3+,chr11,0,0,NA,NA,
WGD,3+,chr12,0,0,NA,NA,
WGD,3+,chr13,0.11142562814905474,0,1,1,
WGD,3+,chr14,0,0,NA,NA,
WGD,3+,chr15,0.4229504218571421,0,1,1,
WGD,3+,chr16,0,0,NA,NA,
WGD,3+,chr17,0,0,NA,NA,
WGD,3+,chr18,0,0,NA,NA,
WGD,3+,chr19,0,0,NA,NA,
WGD,3+,chr2,0,0,NA,NA,
WGD,3+,chr20,0,0,NA,NA,
WGD,3+,chr21,0,0,NA,NA,
WGD,3+,chr22,0,0,NA,NA,
WGD,3+,chr3,0.20830550862344227,0,1,1,
WGD,3+,chr4,0,0,NA,NA,
WGD,3+,chr5,0,0,NA,NA,
WGD,3+,chr6,0,0,NA,NA,
WGD,3+,chr7,0,0,NA,NA,
WGD,3+,chr8,0,0,NA,NA,
WGD,3+,chr9,0,0,NA,NA,
