wgd_status,clock_rank,chr,density,row_median,p_value,p_adj,signif
WGD,1,chr4,0.11028044611114705,0.1052211803640723,1,1,
WGD,1,chr5,0,0.1052211803640723,1,1,
WGD,1,chr6,0.3458346774337528,0.1052211803640723,1,1,
WGD,1,chr7,0.08779136008366907,0.1052211803640723,1,1,
WGD,1,chr8,0.04905562789194191,0.1052211803640723,1,1,
WGD,1,chr9,0.0859953564426413,0.1052211803640723,1,1,
WGD,2,chr1,0,0,NA,NA,
WGD,2,chr10,0,0,NA,NA,
WGD,2,chr11,0,0,NA,NA,
WGD,2,chr12,0,0,NA,NA,
WGD,2,chr13,0,0,NA,NA,
WGD,2,chr14,0,0,NA,NA,
WGD,2,chr15,0,0,NA,NA,
WGD,2,chr16,0,0,NA,NA,
WGD,2,chr17,0,0,NA,NA,
WGD,2,chr18,0,0,NA,NA,
WGD,2,chr19,0,0,NA,NA,
WGD,2,chr2,0,0,NA,NA,
WGD,2,chr20,0,0,NA,NA,
WGD,2,chr21,0,0,NA,NA,
WGD,2,chr22,0,0,NA,NA,
WGD,2,chr3,0,0,NA,NA,
WGD,2,chr4,0,0,NA,NA,
WGD,2,chr5,0,0,NA,NA,
WGD,2,chr6,0,0,NA,NA,
WGD,2,chr7,0,0,NA,NA,
WGD,2,chr8,0,0,NA,NA,
WGD,2,chr9,0,0,NA,NA,
WGD,3+,chr1,0,0,NA,NA,
WGD,3+,chr10,0,0,NA,NA,
WGD,3+,chr11,0,0,NA,NA,
WGD,3+,chr12,0,0,NA,NA,
WGD,3+,chr13,0,0,NA,NA,
WGD,3+,chr14,0,0,NA,NA,
WGD,3+,chr15,0,0,NA,NA,
WGD,3+,chr16,0,0,NA,NA,
WGD,3+,chr17,0,0,NA,NA,
WGD,3+,chr18,0,0,NA,NA,
WGD,3+,chr19,0,0,NA,NA,
WGD,3+,chr2,0,0,NA,NA,
WGD,3+,chr20,0,0,NA,NA,
WGD,3+,chr21,0,0,NA,NA,
WGD,3+,chr22,0,0,NA,NA,
WGD,3+,chr3,0,0,NA,NA,
WGD,3+,chr4,0,0,NA,NA,
WGD,3+,chr5,0,0,NA,NA,
WGD,3+,chr6,0,0,NA,NA,
WGD,3+,chr7,0,0,NA,NA,
WGD,3+,chr8,0,0,NA,NA,
WGD,3+,chr9,0,0,NA,NA,
